phrase_id,scenario_id,family_id,family_title,english_text,target_text,pronunciation,audio_key,audio_status,status,context,search_aliases,notes
,time-dates-booking,v900-time-date-book-what-time-does-it-finish,What time does it finish,What time does it finish?,Mấy giờ thì xong?,May gio thi xong,v900-time-date-book-what-time-does-it-finish,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",what time does it finish?|what time does it finish,"cleanup import: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-i-get-a-ticket-refund,Can I get a ticket refund,Can I get a ticket refund?,Tôi có thể được hoàn tiền vé không?,Toi co the duoc hoan tien ve khong,v900-time-date-book-can-i-get-a-ticket-refund,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can i get a ticket refund?|can i get a ticket refund,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-i-have-seats-together,Can I have seats together,Can I have seats together?,Tôi có thể ngồi chung được không?,Toi co the ngoi chung duoc khong,v900-time-date-book-can-i-have-seats-together,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can i have seats together?|can i have seats together,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-i-move-it-to-tomorrow,Can I move it to tomorrow,Can I move it to tomorrow?,Tôi có thể chuyển nó sang ngày mai được không?,Toi co the chuyen no sang ngay mai duoc khong,v900-time-date-book-can-i-move-it-to-tomorrow,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can i move it to tomorrow?|can i move it to tomorrow,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-do-i-need-to-arrive-early,Do I need to arrive early,Do I need to arrive early?,Tôi có cần đến sớm không?,Toi co can den som khong,v900-time-date-book-do-i-need-to-arrive-early,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do i need to arrive early?|do i need to arrive early,"cleanup import: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-please-write-down-the-time,Please write down the time,Please write down the time,Hãy ghi lại thời gian,Hay ghi lai thoi gian,v900-time-date-book-please-write-down-the-time,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please write down the time,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-you-confirm-my-booking,Can you confirm my booking,Can you confirm my booking?,Bạn có thể xác nhận đặt phòng của tôi?,Ban co the xac nhan dat phong cua toi,v900-time-date-book-can-you-confirm-my-booking,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can you confirm my booking?|can you confirm my booking,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-i-need-to-cancel-my-booking,I need to cancel my booking,I need to cancel my booking,Tôi cần hủy đặt chỗ của mình,Toi can huy dat cho cua minh,v900-time-date-book-i-need-to-cancel-my-booking,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",i need to cancel my booking,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-where-do-i-scan-the-ticket,Where do I scan the ticket,Where do I scan the ticket?,Tôi quét vé ở đâu?,Toi quet ve o dau,v900-time-date-book-where-do-i-scan-the-ticket,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",where do i scan the ticket?|where do i scan the ticket,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-id-like-to-book-for-tomorrow,I’d like to book for tomorrow,I’d like to book for tomorrow,Tôi muốn đặt chỗ cho ngày mai,Toi muon dat cho cho ngay mai,v900-time-date-book-id-like-to-book-for-tomorrow,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",i’d like to book for tomorrow|i d like to book for tomorrow,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-please-write-down-the-address,Please write down the address,Please write down the address,Hãy ghi lại địa chỉ,Hay ghi lai dia chi,v900-time-date-book-please-write-down-the-address,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please write down the address,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-please-send-it-by-text-message,Please send it by text message,Please send it by text message,Vui lòng gửi nó bằng tin nhắn văn bản,Vui long gui no bang tin nhan van ban,v900-time-date-book-please-send-it-by-text-message,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please send it by text message,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-the-booking-is-under-this-name,The booking is under this name,The booking is under this name,Đặt chỗ dưới tên này,Dat cho duoi ten nay,v900-time-date-book-the-booking-is-under-this-name,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",the booking is under this name,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-do-i-need-to-bring-my-passport,Do I need to bring my passport,Do I need to bring my passport?,Tôi có cần mang theo hộ chiếu không?,Toi co can mang theo ho chieu khong,v900-time-date-book-do-i-need-to-bring-my-passport,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do i need to bring my passport?|do i need to bring my passport,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-id-like-to-book-for-two-people,I’d like to book for two people,I’d like to book for two people,Tôi muốn đặt chỗ cho hai người,Toi muon dat cho cho hai nguoi,v900-time-date-book-id-like-to-book-for-two-people,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",i’d like to book for two people|i d like to book for two people,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-how-many-people-are-ahead-of-me,How many people are ahead of me,How many people are ahead of me?,Có bao nhiêu người đang ở phía trước tôi?,Co bao nhieu nguoi dang o phia truoc toi,v900-time-date-book-how-many-people-are-ahead-of-me,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",how many people are ahead of me?|how many people are ahead of me,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-you-put-me-on-the-waiting-list,Can you put me on the waiting list,Can you put me on the waiting list?,Bạn có thể đưa tôi vào danh sách chờ được không?,Ban co the dua toi vao danh sach cho duoc khong,v900-time-date-book-can-you-put-me-on-the-waiting-list,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can you put me on the waiting list?|can you put me on the waiting list,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-please-send-the-refund-to-this-card,Please send the refund to this card,Please send the refund to this card,Vui lòng gửi tiền hoàn lại vào thẻ này,Vui long gui tien hoan lai vao the nay,v900-time-date-book-please-send-the-refund-to-this-card,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please send the refund to this card,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-you-send-a-confirmation-message,Can you send a confirmation message,Can you send a confirmation message?,Bạn có thể gửi tin nhắn xác nhận không?,Ban co the gui tin nhan xac nhan khong,v900-time-date-book-can-you-send-a-confirmation-message,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can you send a confirmation message?|can you send a confirmation message,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-please-call-my-name-when-it-is-ready,Please call my name when it is ready,Please call my name when it is ready,Hãy gọi tên tôi khi nó sẵn sàng,Hay goi ten toi khi no san sang,v900-time-date-book-please-call-my-name-when-it-is-ready,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please call my name when it is ready,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-do-you-have-anything-available-today,Do you have anything available today,Do you have anything available today?,Hôm nay bạn có sẵn thứ gì không?,Hom nay ban co san thu gi khong,v900-time-date-book-do-you-have-anything-available-today,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do you have anything available today?|do you have anything available today,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-do-you-have-anything-available-this-afternoon,Do you have anything available this afternoon,Do you have anything available this afternoon?,Chiều nay bạn có việc gì không?,Chieu nay ban co viec gi khong,v900-time-date-book-do-you-have-anything-available-this-afternoon,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do you have anything available this afternoon?|do you have anything available this afternoon,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
