phrase_id,family_id,family_title,scenario_id,scenario_title,english_text,target_text,pronunciation,audio_key,audio_status,access_tier,variant_role,context,search_aliases,city_id,city_name,place_id,place_name,city_library_kind,city_page_kind,place_kind,content_role,notes
v900-phon-inte-powe-how-many-gigabytes-are-included,v900-phon-inte-powe-how-many-gigabytes-are-included,How many gigabytes are included,phone-internet-power,"Phone, Internet & Power",How many gigabytes are included?,Có bao nhiêu gigabyte được bao gồm?,Co bao nhieu gigabyte duoc bao gom,v900-phon-inte-powe-how-many-gigabytes-are-included,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",how many gigabytes are included? | how many gigabytes are included,,,,,,,,,"cleanup import: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-is-this-the-correct-location-pin,v900-phon-inte-powe-is-this-the-correct-location-pin,Is this the correct location pin,phone-internet-power,"Phone, Internet & Power",Is this the correct location pin?,Đây có phải là pin vị trí chính xác không?,Day co phai la pin vi tri chinh xac khong,v900-phon-inte-powe-is-this-the-correct-location-pin,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",is this the correct location pin? | is this the correct location pin,,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-please-speak-to-them-on-the-phone,v900-phon-inte-powe-please-speak-to-them-on-the-phone,Please speak to them on the phone,phone-internet-power,"Phone, Internet & Power",Please speak to them on the phone,Hãy nói chuyện với họ qua điện thoại,Hay noi chuyen voi ho qua dien thoai,v900-phon-inte-powe-please-speak-to-them-on-the-phone,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",please speak to them on the phone,,,,,,,,,"cleanup import: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-which-wi-fi-network-should-i-use,v900-phon-inte-powe-which-wi-fi-network-should-i-use,Which Wi-Fi network should I use,phone-internet-power,"Phone, Internet & Power",Which Wi-Fi network should I use?,Tôi nên sử dụng mạng Wi-Fi nào?,Toi nen su dung mang Wi-Fi nao,v900-phon-inte-powe-which-wi-fi-network-should-i-use,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",which wi-fi network should i use? | which wi fi network should i use,,,,,,,,,"cleanup import: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-can-you-send-a-text-message-for-me,v900-phon-inte-powe-can-you-send-a-text-message-for-me,Can you send a text message for me,phone-internet-power,"Phone, Internet & Power",Can you send a text message for me?,Bạn có thể gửi tin nhắn văn bản cho tôi được không?,Ban co the gui tin nhan van ban cho toi duoc khong,v900-phon-inte-powe-can-you-send-a-text-message-for-me,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you send a text message for me? | can you send a text message for me,,,,,,,,,"cleanup import: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-can-you-check-this-address-in-the-app,v900-phon-inte-powe-can-you-check-this-address-in-the-app,Can you check this address in the app,phone-internet-power,"Phone, Internet & Power",Can you check this address in the app?,Bạn có thể kiểm tra địa chỉ này trong ứng dụng không?,Ban co the kiem tra dia chi nay trong ung dung khong,v900-phon-inte-powe-can-you-check-this-address-in-the-app,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you check this address in the app? | can you check this address in the app,,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-the-app-says-my-driver-is-here-but-i-cant-find-t,v900-phon-inte-powe-the-app-says-my-driver-is-here-but-i-cant-find-t,"The app says my driver is here, but I can't find them",phone-internet-power,"Phone, Internet & Power","The app says my driver is here, but I can't find them.",Ứng dụng cho biết trình điều khiển của tôi có ở đây nhưng tôi không thể tìm thấy chúng.,Ung dung cho biet trinh dieu khien cua toi co o day nhung toi khong the tim thay chung,v900-phon-inte-powe-the-app-says-my-driver-is-here-but-i-cant-find-t,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","the app says my driver is here, but i can't find them. | the app says my driver is here but i can t find them",,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_rewrite; selected as 900 premium fill"
v900-bath-pers-need-is-there-a-fee-for-the-bathroom,v900-bath-pers-need-is-there-a-fee-for-the-bathroom,Is there a fee for the bathroom,bathroom-personal-needs,Bathroom & Personal Needs,Is there a fee for the bathroom?,Có tính phí cho phòng tắm không?,Co tinh phi cho phong tam khong,v900-bath-pers-need-is-there-a-fee-for-the-bathroom,ready,premium,say-first,"Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.",is there a fee for the bathroom? | is there a fee for the bathroom,,,,,,,,,cleanup import: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as 900 premium fill
v900-emer-safe-please-call-the-manager-now,v900-emer-safe-please-call-the-manager-now,Please call the manager now,emergency-safety,Emergency & Safety,Please call the manager now,Hãy gọi ngay cho người quản lý,Hay goi ngay cho nguoi quan ly,v900-emer-safe-please-call-the-manager-now,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please call the manager now,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as 900 premium fill"
v900-emer-safe-this-person-is-bothering-me,v900-emer-safe-this-person-is-bothering-me,This person is bothering me,emergency-safety,Emergency & Safety,This person is bothering me,Người này đang làm phiền tôi,Nguoi nay dang lam phien toi,v900-emer-safe-this-person-is-bothering-me,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",this person is bothering me,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as 900 premium fill"
v900-emer-safe-please-call-emergency-services,v900-emer-safe-please-call-emergency-services,Please call emergency services,emergency-safety,Emergency & Safety,Please call emergency services,Vui lòng gọi dịch vụ khẩn cấp,Vui long goi dich vu khan cap,v900-emer-safe-please-call-emergency-services,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please call emergency services,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as 900 premium fill"
v900-emer-safe-please-help-me-get-out-of-here,v900-emer-safe-please-help-me-get-out-of-here,Please help me get out of here,emergency-safety,Emergency & Safety,Please help me get out of here,Xin hãy giúp tôi ra khỏi đây,Xin hay giup toi ra khoi day,v900-emer-safe-please-help-me-get-out-of-here,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please help me get out of here,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as 900 premium fill"
v900-emer-safe-please-take-me-to-the-hospital,v900-emer-safe-please-take-me-to-the-hospital,Please take me to the hospital,emergency-safety,Emergency & Safety,Please take me to the hospital,Làm ơn đưa tôi đến bệnh viện,Lam on dua toi den benh vien,v900-emer-safe-please-take-me-to-the-hospital,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please take me to the hospital,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as 900 premium fill"
v900-emer-safe-can-you-help-me-cancel-my-card,v900-emer-safe-can-you-help-me-cancel-my-card,Can you help me cancel my card,emergency-safety,Emergency & Safety,Can you help me cancel my card?,Bạn có thể giúp tôi hủy thẻ được không?,Ban co the giup toi huy the duoc khong,v900-emer-safe-can-you-help-me-cancel-my-card,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",can you help me cancel my card? | can you help me cancel my card,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as 900 premium fill"
v900-emer-safe-please-send-my-location-to-this-person,v900-emer-safe-please-send-my-location-to-this-person,Please send my location to this person,emergency-safety,Emergency & Safety,Please send my location to this person,Vui lòng gửi vị trí của tôi cho người này,Vui long gui vi tri cua toi cho nguoi nay,v900-emer-safe-please-send-my-location-to-this-person,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please send my location to this person,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as 900 premium fill"
v900-emer-safe-i-am-safe-now,v900-emer-safe-i-am-safe-now,I am safe now,emergency-safety,Emergency & Safety,I am safe now,Bây giờ tôi đã an toàn,Bay gio toi da an toan,v900-emer-safe-i-am-safe-now,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i am safe now,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / General Help & Urgency / keep_as_is; selected as 900 premium fill"
v900-emer-safe-i-think-this-is-a-scam,v900-emer-safe-i-think-this-is-a-scam,I think this is a scam,emergency-safety,Emergency & Safety,I think this is a scam,Tôi nghĩ đây là một trò lừa đảo,Toi nghi day la mot tro lua dao,v900-emer-safe-i-think-this-is-a-scam,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i think this is a scam,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as 900 premium fill"
v900-emer-safe-i-do-not-want-any-trouble,v900-emer-safe-i-do-not-want-any-trouble,I do not want any trouble,emergency-safety,Emergency & Safety,I do not want any trouble,Tôi không muốn bất kỳ rắc rối nào,Toi khong muon bat ky rac roi nao,v900-emer-safe-i-do-not-want-any-trouble,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i do not want any trouble,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as 900 premium fill"
v900-emer-safe-i-did-not-agree-to-that-price,v900-emer-safe-i-did-not-agree-to-that-price,I did not agree to that price,emergency-safety,Emergency & Safety,I did not agree to that price,Tôi không đồng ý với mức giá đó,Toi khong dong y voi muc gia do,v900-emer-safe-i-did-not-agree-to-that-price,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i did not agree to that price,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as 900 premium fill"
v900-emer-safe-please-write-down-what-happened,v900-emer-safe-please-write-down-what-happened,Please write down what happened,emergency-safety,Emergency & Safety,Please write down what happened,Hãy viết ra điều gì đã xảy ra,Hay viet ra dieu gi da xay ra,v900-emer-safe-please-write-down-what-happened,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",please write down what happened,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as 900 premium fill"
v900-emer-safe-i-need-a-temporary-travel-document,v900-emer-safe-i-need-a-temporary-travel-document,I need a temporary travel document,emergency-safety,Emergency & Safety,I need a temporary travel document,Tôi cần giấy thông hành tạm thời,Toi can giay thong hanh tam thoi,v900-emer-safe-i-need-a-temporary-travel-document,ready,premium,say-first,"Use this when safety, theft, documents, police, or urgent help needs to be clear right now.",i need a temporary travel document,,,,,,,,,"cleanup import: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as 900 premium fill"
