"phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"v500-airp-bord-arri-when-will-it-arrive","airport-border-arrival","v500-airp-bord-arri-when-will-it-arrive","When will it arrive","Ask this when you need when will it arrive.","v500-airp-bord-arri-when-will-it-arrive","When will it arrive?","Khi nÃ o nÃ³ sáº½ Ä‘áº¿n?","Khi nÃ o nÃ³ sáº½ Ä‘áº¿n?","Khi nao no se den","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","when will it arrive?|when will it arrive","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-this-is-my-baggage-tag","airport-border-arrival","v500-airp-bord-arri-this-is-my-baggage-tag","This is my baggage tag","Use this when you need to say this is my baggage tag.","v500-airp-bord-arri-this-is-my-baggage-tag","This is my baggage tag","ÄÃ¢y lÃ  tháº» hÃ nh lÃ½ cá»§a tÃ´i","ÄÃ¢y lÃ  tháº» hÃ nh lÃ½ cá»§a tÃ´i","Day la the hanh ly cua toi","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","this is my baggage tag","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-how-much-to-district-1","airport-border-arrival","v500-airp-bord-arri-how-much-to-district-1","How much to District 1","Ask this when you need how much to district 1.","v500-airp-bord-arri-how-much-to-district-1","How much to District 1?","Äáº¿n Quáº­n 1 bao nhiÃªu?","Äáº¿n Quáº­n 1 bao nhiÃªu?","Den Quan 1 bao nhieu","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","how much to district 1?|how much to district 1","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Pickup, Taxi & Transfers / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-i-cannot-find-my-driver","airport-border-arrival","v500-airp-bord-arri-i-cannot-find-my-driver","I cannot find my driver","Use this when you need to explain that i cannot find my driver.","v500-airp-bord-arri-i-cannot-find-my-driver","I cannot find my driver","TÃ´i khÃ´ng thá»ƒ tÃ¬m tháº¥y trÃ¬nh Ä‘iá»u khiá»ƒn cá»§a mÃ¬nh","TÃ´i khÃ´ng thá»ƒ tÃ¬m tháº¥y trÃ¬nh Ä‘iá»u khiá»ƒn cá»§a mÃ¬nh","Toi khong the tim thay trinh dieu khien cua minh","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","i cannot find my driver","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Pickup, Taxi & Transfers / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-i-will-stay-for-five-days","airport-border-arrival","v500-airp-bord-arri-i-will-stay-for-five-days","I will stay for five days","Use this when you need to explain that i will stay for five days.","v500-airp-bord-arri-i-will-stay-for-five-days","I will stay for five days","TÃ´i sáº½ á»Ÿ láº¡i nÄƒm ngÃ y","TÃ´i sáº½ á»Ÿ láº¡i nÄƒm ngÃ y","Toi se o lai nam ngay","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","i will stay for five days","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-can-i-show-it-on-my-phone","airport-border-arrival","v500-airp-bord-arri-can-i-show-it-on-my-phone","Can I show it on my phone","Ask this when you need can i show it on my phone.","v500-airp-bord-arri-can-i-show-it-on-my-phone","Can I show it on my phone?","TÃ´i cÃ³ thá»ƒ hiá»ƒn thá»‹ nÃ³ trÃªn Ä‘iá»‡n thoáº¡i cá»§a tÃ´i khÃ´ng?","TÃ´i cÃ³ thá»ƒ hiá»ƒn thá»‹ nÃ³ trÃªn Ä‘iá»‡n thoáº¡i cá»§a tÃ´i khÃ´ng?","Toi co the hien thi no tren dien thoai cua toi khong","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","can i show it on my phone?|can i show it on my phone","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-i-am-staying-at-this-hotel","airport-border-arrival","v500-airp-bord-arri-i-am-staying-at-this-hotel","I am staying at this hotel","Use this when you need to explain that i am staying at this hotel.","v500-airp-bord-arri-i-am-staying-at-this-hotel","I am staying at this hotel","TÃ´i Ä‘ang á»Ÿ khÃ¡ch sáº¡n nÃ y","TÃ´i Ä‘ang á»Ÿ khÃ¡ch sáº¡n nÃ y","Toi dang o khach san nay","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","i am staying at this hotel","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-someone-took-the-wrong-bag","airport-border-arrival","v500-airp-bord-arri-someone-took-the-wrong-bag","Someone took the wrong bag","Use this when you need to say someone took the wrong bag.","v500-airp-bord-arri-someone-took-the-wrong-bag","Someone took the wrong bag","CÃ³ ngÆ°á»i láº¥y nháº§m tÃºi","CÃ³ ngÆ°á»i láº¥y nháº§m tÃºi","Co nguoi lay nham tui","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","someone took the wrong bag","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-where-is-the-taxi-counter","airport-border-arrival","v500-airp-bord-arri-where-is-the-taxi-counter","Where is the taxi counter","Ask this when you need where is the taxi counter.","v500-airp-bord-arri-where-is-the-taxi-counter","Where is the taxi counter?","Quáº§y taxi á»Ÿ Ä‘Ã¢u?","Quáº§y taxi á»Ÿ Ä‘Ã¢u?","Quay taxi o dau","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","where is the taxi counter?|where is the taxi counter","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Airport Services & Facilities / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-can-i-get-a-written-report","airport-border-arrival","v500-airp-bord-arri-can-i-get-a-written-report","Can I get a written report","Ask this when you need can i get a written report.","v500-airp-bord-arri-can-i-get-a-written-report","Can I get a written report?","TÃ´i cÃ³ thá»ƒ nháº­n Ä‘Æ°á»£c má»™t bÃ¡o cÃ¡o báº±ng vÄƒn báº£n khÃ´ng?","TÃ´i cÃ³ thá»ƒ nháº­n Ä‘Æ°á»£c má»™t bÃ¡o cÃ¡o báº±ng vÄƒn báº£n khÃ´ng?","Toi co the nhan duoc mot bao cao bang van ban khong","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","can i get a written report?|can i get a written report","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-i-dont-have-a-printed-copy","airport-border-arrival","v500-airp-bord-arri-i-dont-have-a-printed-copy","I donâ€™t have a printed copy","Use this when you need to explain that i donâ€™t have a printed copy.","v500-airp-bord-arri-i-dont-have-a-printed-copy","I donâ€™t have a printed copy","TÃ´i khÃ´ng cÃ³ báº£n in","TÃ´i khÃ´ng cÃ³ báº£n in","Toi khong co ban in","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","i donâ€™t have a printed copy|i don t have a printed copy","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-am-pregnant","health-pharmacy","v500-heal-phar-i-am-pregnant","I am pregnant","Use this when you need to explain that i am pregnant.","v500-heal-phar-i-am-pregnant","I am pregnant","tÃ´i Ä‘ang mang thai","tÃ´i Ä‘ang mang thai","toi dang mang thai","premium","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i am pregnant","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-have-asthma","health-pharmacy","v500-heal-phar-i-have-asthma","I have asthma","Use this when you need to explain that i have asthma.","v500-heal-phar-i-have-asthma","I have asthma","TÃ´i bá»‹ hen suyá»…n","TÃ´i bá»‹ hen suyá»…n","Toi bi hen suyen","premium","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i have asthma","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-have-a-fever","health-pharmacy","v500-heal-phar-i-have-a-fever","I have a fever","Use this when you need to explain that i have a fever.","v500-heal-phar-i-have-a-fever","I have a fever","tÃ´i bá»‹ sá»‘t","tÃ´i bá»‹ sá»‘t","toi bi sot","premium","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i have a fever","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-feel-nauseous","health-pharmacy","v500-heal-phar-i-feel-nauseous","I feel nauseous","Use this when you need to explain that i feel nauseous.","v500-heal-phar-i-feel-nauseous","I feel nauseous","tÃ´i cáº£m tháº¥y buá»“n nÃ´n","tÃ´i cáº£m tháº¥y buá»“n nÃ´n","toi cam thay buon non","premium","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i feel nauseous","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-have-diabetes","health-pharmacy","v500-heal-phar-i-have-diabetes","I have diabetes","Use this when you need to explain that i have diabetes.","v500-heal-phar-i-have-diabetes","I have diabetes","TÃ´i bá»‹ tiá»ƒu Ä‘Æ°á»ng","TÃ´i bá»‹ tiá»ƒu Ä‘Æ°á»ng","Toi bi tieu duong","premium","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i have diabetes","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-have-diarrhea","health-pharmacy","v500-heal-phar-i-have-diarrhea","I have diarrhea","Use this when you need to explain that i have diarrhea.","v500-heal-phar-i-have-diarrhea","I have diarrhea","TÃ´i bá»‹ tiÃªu cháº£y","TÃ´i bá»‹ tiÃªu cháº£y","Toi bi tieu chay","premium","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i have diarrhea","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
