patch_id,page_id,phrase_id,review_status,import_approval,operation,target_id,target_order,current_value,proposed_value,reason_for_change,new_linked_phrase_required,canonical_target_id,audio_policy,asset_policy,validator_rule,jojo_question
B001-REL-212,viet-phrase-emergency-hospital,emergency-hospital,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:97a9917dfa78c90c,4,"{""target_id"":""viet-phrase-emergency-premium-tourist-police"",""target_page_id"":""viet-phrase-emergency-premium-tourist-police"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-emergency-premium-tourist-police"",""target_page_id"":""viet-phrase-emergency-premium-tourist-police"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":4,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-emergency-premium-tourist-police,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-213,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:9bd0636b7ef963df,0,"{""target_id"":""viet-phrase-emergency-1"",""target_page_id"":""viet-phrase-emergency-1"",""relation_type"":""see_also"",""display_label"":""Traveler insight"",""reason"":""Authored Traveler insight row links these phrase pages.""}","{""target_id"":""viet-phrase-emergency-1"",""target_page_id"":""viet-phrase-emergency-1"",""display_label"":""Traveler insight"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-emergency-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-214,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:ea502c5871494451,0,"{""target_id"":""viet-phrase-emergency-emergency"",""target_page_id"":""viet-phrase-emergency-emergency"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-emergency-emergency"",""target_page_id"":""viet-phrase-emergency-emergency"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-emergency-emergency,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-215,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:fdef85878bbb5591,0,"{""target_id"":""viet-phrase-v500-emer-safe-i-cannot-move"",""target_page_id"":""viet-phrase-v500-emer-safe-i-cannot-move"",""relation_type"":""see_also"",""display_label"":""Local tip"",""reason"":""Authored Local tip row links these phrase pages.""}","{""target_id"":""viet-phrase-v500-emer-safe-i-cannot-move"",""target_page_id"":""viet-phrase-v500-emer-safe-i-cannot-move"",""display_label"":""Local tip"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v500-emer-safe-i-cannot-move,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-216,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2a6399715b631401,1,"{""target_id"":""viet-phrase-v500-emer-safe-do-not-touch-me"",""target_page_id"":""viet-phrase-v500-emer-safe-do-not-touch-me"",""relation_type"":""see_also"",""display_label"":""Local tip"",""reason"":""Authored Local tip row links these phrase pages.""}","{""target_id"":""viet-phrase-v500-emer-safe-do-not-touch-me"",""target_page_id"":""viet-phrase-v500-emer-safe-do-not-touch-me"",""display_label"":""Local tip"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v500-emer-safe-do-not-touch-me,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-217,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:5e069b0d8473ace2,1,"{""target_id"":""viet-phrase-emergency-2"",""target_page_id"":""viet-phrase-emergency-2"",""relation_type"":""see_also"",""display_label"":""Traveler insight"",""reason"":""Authored Traveler insight row links these phrase pages.""}","{""target_id"":""viet-phrase-emergency-2"",""target_page_id"":""viet-phrase-emergency-2"",""display_label"":""Traveler insight"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-emergency-2,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-218,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:91c062193221dffe,1,"{""target_id"":""viet-phrase-emergency-hospital"",""target_page_id"":""viet-phrase-emergency-hospital"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-emergency-hospital"",""target_page_id"":""viet-phrase-emergency-hospital"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-emergency-hospital,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-219,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2fcd954b8728d560,2,"{""target_id"":""viet-phrase-emergency-4"",""target_page_id"":""viet-phrase-emergency-4"",""relation_type"":""see_also"",""display_label"":""Traveler insight"",""reason"":""Authored Traveler insight row links these phrase pages.""}","{""target_id"":""viet-phrase-emergency-4"",""target_page_id"":""viet-phrase-emergency-4"",""display_label"":""Traveler insight"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-emergency-4,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-220,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:723a9464e16042c2,2,"{""target_id"":""viet-phrase-v500-emer-safe-i-am-injured"",""target_page_id"":""viet-phrase-v500-emer-safe-i-am-injured"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-v500-emer-safe-i-am-injured"",""target_page_id"":""viet-phrase-v500-emer-safe-i-am-injured"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v500-emer-safe-i-am-injured,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-221,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:66f6ac38a4d2c330,5,"{""target_id"":""viet-phrase-emergency-6"",""target_page_id"":""viet-phrase-emergency-6"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-emergency-6"",""target_page_id"":""viet-phrase-emergency-6"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":5,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-emergency-6,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-222,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:875370dc47e1c3bc,6,"{""target_id"":""viet-phrase-emergency-7"",""target_page_id"":""viet-phrase-emergency-7"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-emergency-7"",""target_page_id"":""viet-phrase-emergency-7"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":6,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-emergency-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-223,viet-phrase-emergency-3,emergency-3,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:f6418b6a581bca23,7,"{""target_id"":""viet-phrase-emergency-premium-tourist-police"",""target_page_id"":""viet-phrase-emergency-premium-tourist-police"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-emergency-premium-tourist-police"",""target_page_id"":""viet-phrase-emergency-premium-tourist-police"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":7,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-emergency-premium-tourist-police,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
